Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political,Company Nmae
Michael Pieper,580,2014,1911,Artemis Goup,relation,kitchen appliances,aquired,68,male,Switzerland,CHE,0.0,Europe,inherited,2.9,Traded Sectors,True,Consumer,father,True,True,Artemis Goup
Michael Ying,580,2014,1968,Esprit Holdings Limited,former chairman and CEO,clothing,new,64,male,Hong Kong,HKG,0.0,East Asia,executive,2.9,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Esprit Holdings Limited
Oprah Winfrey,580,2014,1986,Harpo Productions,"founder, chairwoman, ceo",media,new,60,female,United States,USA,0.0,North America,founder non-finance,2.9,Non-Traded Sectors,True,Media,not inherited,True,True,Harpo Productions
Pedro Moreira Salles,580,2014,1926,Unibanco,relation,banking,new,54,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True,Unibanco
Rahel Blocher,580,2014,1936,EMS-Chemie,relation,petrochemicals,aquired,38,female,Switzerland,CHE,0.0,Europe,inherited,2.9,Traded Sectors,True,Non-consumer industrial,father,True,True,EMS-Chemie
Robert Kraft,580,2014,1972,International Forest Products,founder,paper products,new,72,male,United States,USA,0.0,North America,founder non-finance,2.9,Financial,True,Other,not inherited,True,True,International Forest Products
Thomas Pritzker,580,2014,1957,Hyatt,relation,hotels,aquired,63,male,United States,USA,0.0,North America,inherited,2.9,Financial,True,Real Estate,father,True,True,Hyatt
Tom Gores,580,2014,1995,Platinum Equity,founder,private equity,new,49,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Platinum Equity
"Walter Scott, Jr.",580,2014,1884,Piewit Corporation,former CEO,construction,new,82,male,United States,USA,0.0,North America,executive,2.9,Non-Traded Sectors,True,Constrution,not inherited,True,True,Piewit Corporation
Walther Moreira Salles Junior,580,2014,1926,Unibanco,relation,banking,new,57,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True,Unibanco
Abilio dos Santos Diniz,609,2014,1948,Companhia Brasileira de Distribui?ao,relation,retail,new,77,male,Brazil,BRA,0.0,Latin America,inherited,2.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Companhia Brasileira de Distribuiao
Alexandra Schorghuber,609,2014,1954,Schorghuber Group,relation,real estate,new,55,female,Germany,DEU,0.0,Europe,inherited,2.8,Financial,True,Real Estate,spouse/widow,True,True,Schorghuber Group
Alexandre Soares dos Santos,609,2014,1792,Jeronimo Martins,relation,groceries,new,79,male,Portugal,PRT,0.0,Europe,inherited,2.8,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Jeronimo Martins
Alfred Taubman,609,2014,1950,Taubman Centers,founder,real estate (shopping malls),new,90,male,United States,USA,0.0,North America,self-made finance,2.8,Financial,True,Real Estate,not inherited,True,True,Taubman Centers
Angela Leong,609,2014,1962,"Sociedade de Turismo e Divers?es de Macau, SA",relation,real estate,new,52,female,Hong Kong,HKG,0.0,East Asia,inherited,2.8,Financial,True,Real Estate,spouse/widow,True,True,"Sociedade de Turismo e Diverses de Macau, SA"
Bernard Broermann,609,2014,1984,Asklepios Kliniken GmbH,founder,hospitals,new,70,male,Germany,DEU,0.0,Europe,founder non-finance,2.8,New Sectors,True,Technology-Medical,not inherited,True,True,Asklepios Kliniken GmbH
Chee Chen Tung,609,2014,1969,Orient Overseas Container Line,relation,shipping,new,72,male,Hong Kong,HKG,0.0,East Asia,inherited,2.8,Traded Sectors,True,Other,father,True,True,Orient Overseas Container Line
Dirk Rossmann,609,2014,1972,Rossmann,founder,retail,new,67,male,Germany,DEU,0.0,Europe,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Rossmann
"Edward DeBartolo, Jr.",609,2014,1944,Edward J. DeBartolo Corporation,relation,real estate,new,67,male,United States,USA,0.0,North America,inherited,2.8,Financial,True,Real Estate,father,True,True,Edward J. DeBartolo Corporation
Erman Ilicak,609,2014,1994,Ronesans Construction,founder,construction,new,46,male,Turkey,TUR,0.0,Middle East/North Africa,founder non-finance,2.8,Non-Traded Sectors,True,Constrution,not inherited,True,True,Ronesans Construction
Gautam Adani,609,2014,1988,Adani Group,founder,"energy (coal, oil and gas)",new,51,male,India,IND,0.0,South Asia,privatized and resources,2.8,Resource Related,True,Mining and metals,not inherited,True,True,Adani Group
Huang Rulun,609,2014,1991,Century Golden Resources Group,founder,real estate,new,62,male,China,CHN,0.0,East Asia,self-made finance,2.8,Financial,True,Real Estate,not inherited,True,True,Century Golden Resources Group
Joan Tisch,609,2014,1946,Loews Corporation,relation,retail,new,88,female,United States,USA,0.0,North America,inherited,2.8,Financial,True,Diversified financial,spouse/widow,True,True,Loews Corporation
John Caudwell,609,2014,1986,Midland Mobile Phones,founder,cell phones,new,61,male,United Kingdom,GBR,0.0,Europe,founder non-finance,2.8,Traded Sectors,True,Consumer,not inherited,True,True,Midland Mobile Phones
Krit Ratanarak,609,2014,1945,Bank of Ayudhya/Bangkok Broadcasting and Television Company,relation,"banking, media",new,67,male,Thailand,THA,0.0,East Asia,inherited,2.8,Non-Traded Sectors,True,Media,father,True,True,Bank of Ayudhya/Bangkok Broadcasting and Television Company
Leandro Rizzuto,609,2014,1959,Conair,founder,hair care products ,new,75,male,United States,USA,0.0,North America,founder non-finance,2.8,Traded Sectors,True,Consumer,not inherited,True,True,Conair
Mary Alice Dorrance Malone,609,2014,1869,Campbell Soup,relation,soup,aquired,64,female,United States,USA,0.0,North America,inherited,2.8,Traded Sectors,True,Consumer,3rd generation,True,True,Campbell Soup
Masahiro Miki,609,2014,1985,ABC-Mart,founder,shoe retail,new,58,male,Japan,JPN,0.0,East Asia,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,ABC-Mart
Michael & Rainer Schmidt-Ruthenbeck,609,2014,1923,Metro AG,relation,retail,new,0,male,Germany,DEU,0.0,Europe,inherited,2.8,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Metro AG
Michael Moritz,609,2014,1972,Sequoia Capital,partner,venture capitalist,new,59,male,United States,USA,0.0,North America,self-made finance,2.8,Financial,True,Venture Capital,not inherited,True,True,Sequoia Capital
Naguib Sawiris,609,2014,1950,Orascom,relation,construction,new,59,male,Egypt,EGY,0.0,Middle East/North Africa,inherited,2.8,Non-Traded Sectors,True,Media,father,True,True,Orascom
Othman Benjelloun,609,2014,1949,RMA Watanya,relation,insurance,new,81,male,Morocco,MAR,0.0,Middle East/North Africa,inherited,2.8,Financial,True,Money Management,father,True,True,RMA Watanya
Peter Sondakh,609,2014,1980,Golden Eagle Energy,owner,coal,new,62,male,Indonesia,IDN,0.0,East Asia,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True,Golden Eagle Energy
Philippe Foriel-Destezet,609,2014,1996,Adecco,owner,HR consulting,aquired,78,male,France,FRA,0.0,Europe,executive,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Adecco
Robert Bass,609,2014,1919,Sid Richardson Gasoline Co,relation,oil,new,66,male,United States,USA,0.0,North America,inherited,2.8,Resource Related,True,Energy,father,True,True,Sid Richardson Gasoline Co
Saif Al Ghurair,609,2014,1960,Al-Ghurair Group,relation,industrial goods,new,0,male,United Arab Emirates,ARE,0.0,Middle East/North Africa,inherited,2.8,Financial,True,Diversified financial,father,True,True,Al-Ghurair Group
Suh Kyung-Bae,609,2014,1945,AmorePacific,relation,cosmetics,new,51,male,South Korea,KOR,0.0,East Asia,inherited,2.8,Traded Sectors,True,Consumer,father,True,True,AmorePacific
Viktor Rashnikov,609,2014,1925,Magnitogorsk Metallurgical Enterprise,general director,iron and steel,privatization,65,male,Russia,RUS,0.0,Europe,privatized and resources,2.8,Resource Related,True,Non-consumer industrial,not inherited,True,True,Magnitogorsk Metallurgical Enterprise
W. Herbert Hunt,609,2014,1920,Petro-Hunt,relation,oil,new,85,male,United States,USA,0.0,North America,inherited,2.8,Resource Related,True,Energy,father,True,True,Petro-Hunt
"Wilbur Ross, Jr.",609,2014,2000,WL Ross & Co,founder,leveraged buyouts,new,76,male,United States,USA,0.0,North America,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True,WL Ross & Co
Yang Kai,609,2014,1951,China Huishan Dairy Holding,chairman,dairy products,new,57,male,China,CHN,0.0,East Asia,executive,2.8,Traded Sectors,True,Consumer,not inherited,True,True,China Huishan Dairy Holding
Ziyad Manasir,609,2014,1992,Stroygazconsulting,founder,construction,new,48,male,Russia,RUS,0.0,Europe,privatized and resources,2.8,Non-Traded Sectors,True,Constrution,not inherited,True,True,Stroygazconsulting
Richard Chandler,641,2014,1986,Chandler Corporation,founder,private equity,new,55,male,New Zealand,NZL,0.0,North America,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True,Chandler Corporation
Dagmar Dolby,642,2014,1965,Dolby Laboratories,relation,video technology,new,72,female,United States,USA,0.0,North America,inherited,2.7,New Sectors,True,Technology-Computer,spouse/widow,True,True,Dolby Laboratories
David Bonderman,642,2014,1992,TPG Capital,founder,private equity,new,71,male,United States,USA,0.0,North America,self-made finance,2.7,Financial,True,Private equity/leveraged buyout,not inherited,True,True,TPG Capital
Elaine Wynn,642,2014,1973,Wynn Resorts (formarly Mirage Resorts),founder,casinos,new,70,female,United States,USA,0.0,North America,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True,Wynn Resorts (formarly Mirage Resorts)
Eva Maria Bucher-Haefner,642,2014,1976,CA Technologies,relation,software,new,57,female,Switzerland,CHE,0.0,Europe,inherited,2.7,New Sectors,True,Technology-Computer,father,True,True,CA Technologies
Hanni Toosbuy Kasprzak,642,2014,1963,ECCO,relation,shoes,new,56,female,Denmark,DEN,0.0,Europe,inherited,2.7,Traded Sectors,True,Consumer,father,True,True,ECCO
Jean-Michel Besnier,642,2014,1933,Lactalis,relation,cheese,new,46,male,France,FRA,0.0,Europe,inherited,2.7,Traded Sectors,True,Consumer,father,True,True,Lactalis
Jeff Sutton,642,2014,1994,Wharton Properties,founder,real estate,new,54,male,United States,USA,0.0,North America,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True,Wharton Properties
Johan Johannson,642,2014,1866,Joh. Johannson,relation,groceries,new,47,male,Norway,NOR,0.0,Europe,inherited,2.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Joh. Johannson
Law Kar Po,642,2014,1961,Park Hotel Group,founder,real estate,new,66,male,Hong Kong,HKG,0.0,East Asia,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True,Park Hotel Group
Liu Qiangdong,642,2014,2004,JD.com,founder,e-commerce,new,39,male,China,CHN,0.0,East Asia,founder non-finance,2.7,New Sectors,True,Technology-Computer,not inherited,True,True,JD.com
Marie Besnier Beauvalot,642,2014,1933,Lactalis,relation,cheese,new,33,female,France,FRA,0.0,Europe,inherited,2.7,Traded Sectors,True,Consumer,father,True,True,Lactalis
Michael Rubin,642,2014,1995,Kynetic/GSI,founder,e-commerce,new,41,male,United States,USA,0.0,North America,founder non-finance,2.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Kynetic/GSI
Miguel Krigsner,642,2014,1977,O Botic?rio,founder,cosmetics,new,64,male,Brazil,BRA,0.0,Latin America,founder non-finance,2.7,Traded Sectors,True,Consumer,not inherited,True,True,O Boticrio
Patrice Motsepe,642,2014,1997,African Rainbow Minerals,founder and executive chairman,mining,new,52,male,South Africa,ZAF,0.0,Sub-Saharan Africa,privatized and resources,2.7,Resource Related,True,Mining and metals,not inherited,True,True,African Rainbow Minerals
Qiu Guanghe,642,2014,1996,Zhejiang Semir Garment,chairman,retail,new,62,male,China,CHN,0.0,East Asia,founder non-finance,2.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Zhejiang Semir Garment
Robert Pera,642,2014,2005,Ubiquiti Networks,founder,wireless products,new,35,male,United States,USA,0.0,North America,founder non-finance,2.7,New Sectors,True,Technology-Computer,not inherited,True,True,Ubiquiti Networks
Ron Burkle,642,2014,1986,Yucaipa Companies,founder,private equity,new,61,male,United States,USA,0.0,North America,founder non-finance,2.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Yucaipa Companies
Tong Jinquan,642,2014,1992,Summit,chairman,real estate,new,59,male,China,CHN,0.0,East Asia,self-made finance,2.7,Financial,True,Real Estate,not inherited,True,True,Summit
Ye Chenghai,642,2014,1998,Shenzhen Salubris Pharmaceuticals,chairman,pharmaceuticals,new,70,male,Hong Kong,HKG,0.0,East Asia,executive,2.7,New Sectors,True,Technology-Medical,not inherited,True,True,Shenzhen Salubris Pharmaceuticals
Yeoh Tiong Lay,642,2014,1955,YTL Corporation,founder,"construction, utilities",new,84,male,Malaysia,MYS,0.0,East Asia,founder non-finance,2.7,Non-Traded Sectors,True,Constrution,not inherited,True,True,YTL Corporation
A. Jerrold Perenchio,663,2014,1955,Univision,former chairman and CEO,media,aquired,83,male,United States,USA,0.0,North America,executive,2.6,Non-Traded Sectors,True,Media,not inherited,True,True,Univision
Anita Zucker,663,2014,1670,Hudson's Bay Company,relation,retail,privatization,62,female,United States,USA,0.0,North America,inherited,2.6,Traded Sectors,True,Non-consumer industrial,spouse/widow,True,True,Hudson's Bay Company
Cristina Green,663,2014,1903,Arcadia,owner,fashion retail,aquired,0,female,United Kingdom,GBR,0.0,Europe,executive,2.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Arcadia
Daniel Mate,663,2014,1974,Glencore Xstrata,leadership,mining,new,50,male,Spain,ESP,0.0,Europe,privatized and resources,2.6,Resource Related,True,Mining and metals,not inherited,True,True,Glencore Xstrata
Danil Khachaturov,663,2014,1921,Rosgosstrakh,chairman,insurance,privatization,42,male,Russia,RUS,0.0,Europe,privatized and resources,2.6,Financial,True,Hedge funds,not inherited,True,True,Rosgosstrakh
Edson de Godoy Bueno,663,2014,1972,Amil,founder,healthcare management,new,70,male,Brazil,BRA,0.0,Latin America,founder non-finance,2.6,Financial,True,Real Estate,not inherited,True,True,Amil
Emilio Azcarraga Jean,663,2014,1955,Grupo Televisa,relation,media,new,46,male,Mexico,MEX,0.0,Latin America,inherited,2.6,Non-Traded Sectors,True,Media,father,True,True,Grupo Televisa
Helmut Sohmen,663,2014,1955,BW Group,relation,shipping,new,74,male,Austria,AUT,0.0,Europe,inherited,2.6,Traded Sectors,True,Other,father,True,True,BW Group
"Herbert Allen, Jr.",663,2014,1922,Allen & Company,relation,investment banking,new,74,male,United States,USA,0.0,North America,inherited,2.6,Financial,True,Money Management,father,True,True,Allen & Company
Hui Lin Chit,663,2014,1985,Hengan Internationl Group Company Limited,founder,diapers,new,61,male,China,CHN,0.0,East Asia,founder non-finance,2.6,Traded Sectors,True,Consumer,not inherited,True,True,Hengan Internationl Group Company Limited
Jason Chang,663,2014,1984,Advanced Semiconductor Engineering,founder,electronics,new,69,male,Singapore,SGP,0.0,East Asia,founder non-finance,2.6,New Sectors,True,Technology-Computer,not inherited,True,True,Advanced Semiconductor Engineering
Maria Luisa Solari Falabella,663,2014,1889,SACI Falabella,relation,retail,new,73,female,Chile,CHL,0.0,Latin America,inherited,2.6,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True,SACI Falabella
Mark Cuban,663,2014,1995,Broadcast.com,founder,web broadcasting,new,55,male,United States,USA,0.0,North America,founder non-finance,2.6,Non-Traded Sectors,True,Media,not inherited,True,True,Broadcast.com
Martin Viessmann,663,2014,1917,Viessmann Group,relation,heating systems,new,60,male,Germany,DEU,0.0,Europe,inherited,2.6,Traded Sectors,True,Non-consumer industrial,3rd generation,True,True,Viessmann Group
